position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
1603|1669|LI YIHAI|1.5|0.0|Healthcare |pharmaceuticals|55|Unknown|https://specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000
1604|3948|LI YONG|1.5|0.0|Manufacturing |chemicals|41|Male|https://specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000
1605|2426|LIN MING-HSIUNG|1.5|0.0|Fashion & Retail |supermarkets|68|Unknown|https://specials-images.forbesimg.com/imageserve/9a905fda59c7cef0f578aa9c7cc945d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755
1606|9881|LOU ZHONGFU|1.5|-0.001|Real Estate |real estate|64|Male|https://specials-images.forbesimg.com/imageserve/562a8f82e4b0ffa7afe63754/416x416.jpg?background=000000&cropX1=121&cropX2=744&cropY1=187&cropY2=811
1607|1347|LOW TUCK KWONG|1.5|0.001|Energy |coal|70|Male|https://specials-images.forbesimg.com/imageserve/81d79597a719079525541ff737032aa2/416x416.jpg?background=000000&cropX1=138&cropX2=626&cropY1=585&cropY2=1073
1608|7680|P.N.C. MENON|1.5|0.0|Real Estate |real estate|69|Male|https://specials-images.forbesimg.com/imageserve/5a7fd965a7ea43169013324c/416x416.jpg?background=000000&cropX1=2857&cropX2=5247&cropY1=8&cropY2=2396
1609|2135|THOMAS MEYER|1.5|0.0|Fashion & Retail |apparel retailer|58|Male|https://specials-images.forbesimg.com/imageserve/5a7fd965a7ea43169013324c/416x416.jpg?background=000000&cropX1=2857&cropX2=5247&cropY1=8&cropY2=2396
1610|5381|EZRA NAHMAD|1.5|0.0|Finance and Investments |art|72|Male|https://specials-images.forbesimg.com/imageserve/589fd5d54bbe6f0e5586907e/416x416.jpg?background=000000&cropX1=174&cropX2=652&cropY1=303&cropY2=782
1611|7285|JUDITH NEILSON|1.5|0.0|Finance and Investments |investments|72|Female|https://specials-images.forbesimg.com/imageserve/5a7a596c31358e4955acc8e9/416x416.jpg?background=000000&cropX1=1125&cropX2=3433&cropY1=12&cropY2=2320
1612|4715|MADELEINE OLSSON ERICKSSON|1.5|0.0|Diversified |diversified|73|Unknown|https://specials-images.forbesimg.com/imageserve/de1a43db35ae6e3cb505ff6a132c2db2/416x416.jpg?background=000000&cropX1=180&cropX2=744&cropY1=240&cropY2=804
1613|7997|OU ZONGHONG|1.5|0.0|Real Estate |real estate|48|Male|https://specials-images.forbesimg.com/imageserve/de1a43db35ae6e3cb505ff6a132c2db2/416x416.jpg?background=000000&cropX1=180&cropX2=744&cropY1=240&cropY2=804
1614|3573|EREN OZMEN|1.5|0.0|Manufacturing |aerospace|59|Female|https://specials-images.forbesimg.com/imageserve/5a9f20b331358e79a28b2d5f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=168&cropY2=2638
1615|2182|FATIH OZMEN|1.5|0.0|Manufacturing |aerospace|60|Unknown|https://specials-images.forbesimg.com/imageserve/5a9f218d31358e79a28b2d7f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=89&cropY2=2559
1616|2031|JOSE ISAAC PERES|1.5|0.0|Real Estate |shopping malls|77|Unknown|https://specials-images.forbesimg.com/imageserve/5a7b8aad4bbe6f2652f4f096/416x416.jpg?background=000000&cropX1=2609&cropX2=4884&cropY1=14&cropY2=2290
1617|2728|MARK PINCUS|1.5|0.001|Technology |online games|52|Male|https://specials-images.forbesimg.com/imageserve/5a90820b31358e79a28a1d51/416x416.jpg?background=000000&cropX1=1096&cropX2=4271&cropY1=380&cropY2=3553
1618|2596|KEVIN PLANK|1.5|-0.001|Fashion & Retail |Under Armour|45|Unknown|https://specials-images.forbesimg.com/imageserve/5a9087ca31358e79a28a1e3a/416x416.jpg?background=000000&cropX1=2143&cropX2=3423&cropY1=223&cropY2=1502
1619|9928|NICHOLAS PRITZKER, II.|1.5|0.0|Service |hotels, investments|74|Male|https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1620|7609|QUE WENBIN|1.5|0.0|Healthcare |pharmaceuticals|54|Male|https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1621|1926|JORGE RODRIGUEZ RODRIGUEZ|1.5|0.0|Diversified |processed milk|72|Male|https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1622|8162|NOBUTADA SAJI|1.5|0.0|Food and Beverage |beverages|72|Male|https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1623|1741|THOMAS SANDELL|1.5|0.0|Finance and Investments |hedge funds|57|Male|https://specials-images.forbesimg.com/imageserve/5a8122254bbe6f2652f545fc/416x416.jpg?background=000000&cropX1=371&cropX2=2617&cropY1=423&cropY2=2667
1624|1474|EDDY KUSNADI SARIAATMADJA|1.5|0.0|Media & Entertainment |media, tech|64|Male|https://specials-images.forbesimg.com/imageserve/c0595e2f11ba258f473ee7a8b10aef0d/416x416.jpg?background=000000&cropX1=3&cropX2=520&cropY1=37&cropY2=554
1625|2230|FAYEZ SAROFIM|1.5|-0.001|Finance and Investments |money management|89|Unknown|https://specials-images.forbesimg.com/imageserve/5a907e0c31358e79a28a1d20/416x416.jpg?background=000000&cropX1=313&cropX2=1684&cropY1=201&cropY2=1572
1626|1530|MONIKA SCHOELLER|1.5|0.0|Media & Entertainment |publishing|79|Female|https://specials-images.forbesimg.com/imageserve/a91e8fae900cf6fb90ad6202e1a7c387/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=23&cropY2=766
1627|3242|ANTONIO LUIZ SEABRA|1.5|0.0|Fashion & Retail |cosmetics|75|Unknown|https://specials-images.forbesimg.com/imageserve/5a7b7bc2a7ea43169012ee41/416x416.jpg?background=000000&cropX1=914&cropX2=3583&cropY1=0&cropY2=2667
1628|8852|YURI SHEFLER|1.5|0.0|Food and Beverage |alcohol|50|Male|https://specials-images.forbesimg.com/imageserve/58a39a6831358e1a35ab6459/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750
1629|6819|RAJJU SHROFF|1.5|0.0|Manufacturing |agrochemicals|84|Unknown|https://specials-images.forbesimg.com/imageserve/58acbbeca7ea431f3219ea0a/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
1630|8968|FRANK STRONACH|1.5|0.0|Automotive |auto parts|85|Male|https://specials-images.forbesimg.com/imageserve/5a7ba8634bbe6f2652f4f2f0/416x416.jpg?background=000000&cropX1=484&cropX2=2866&cropY1=6&cropY2=2389
1631|9062|KEVIN SYSTROM|1.5|0.0|Technology |Instagram|34|Male|https://specials-images.forbesimg.com/imageserve/58c1a2eba7ea431f321ad96b/416x416.jpg?background=000000&cropX1=63&cropX2=733&cropY1=13&cropY2=683
1632|7112|TANG HSIANG-CHIEN|1.5||Manufacturing |textiles, electronics|95|Male|https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1633|7205|TANG JIANFANG|1.5|0.0|Food and Beverage |packaged foods|999|Unknown|https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1634|4211|NING TANG|1.5||Finance and Investments |online lending|44|Male|https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1635|2661|JIM THOMPSON|1.5|0.0|Logistics |logistics|78|Male|https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1636|4438|JONATHAN TISCH|1.5|0.0|Diversified |insurance, NFL team|64|Male|https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1637|7727|KENNETH TUCHMAN|1.5|0.001|Service |outsourcing|58|Male|https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1638|9566|WIM VAN DER LEEGTE|1.5|0.0|Manufacturing |manufacturing|70|Male|https://specials-images.forbesimg.com/imageserve/5a7fd6efa7ea431690133217/416x416.jpg?background=000000&cropX1=375&cropX2=1115&cropY1=62&cropY2=802
1639|8010|SHAMSHEER VAYALIL|1.5|0.0|Healthcare |healthcare|41|Male|https://specials-images.forbesimg.com/imageserve/59cc1beea7ea434a34f46d83/416x416.jpg?background=000000&cropX1=0&cropX2=426&cropY1=19&cropY2=445
1640|5276|THONGMA VIJITPONGPUN|1.5|0.0|Real Estate |real estate|60|Male|https://specials-images.forbesimg.com/imageserve/5af9bd6031358e612fb8f036/416x416.jpg?background=000000&cropX1=130&cropX2=760&cropY1=258&cropY2=887
1641|6289|ARKADY VOLOZH|1.5|0.0|Media & Entertainment |search engine|54|Male|https://specials-images.forbesimg.com/imageserve/5a809e99a7ea431690133a8d/416x416.jpg?background=000000&cropX1=216&cropX2=1841&cropY1=7&cropY2=1631
1642|3039|STEFAN VON HOLTZBRINCK|1.5|0.0|Media & Entertainment |publishing|55|Male|https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1643|3535|WANG JIUFANG|1.5|0.0|Real Estate |real estate|54|Male|https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1644|5009|WONG HONG KING|1.5|0.0|Real Estate |real estate|56|Male|https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1645|4272|IAN WOOD|1.5|0.0|Energy |energy services|75|Male|https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1646|8029|XIAO CHUNHONG|1.5|0.0|Real Estate |real estate|50|Male|https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1647|2237|JACKY XU|1.5|0.0|Fashion & Retail |apparel|46|Unknown|https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1648|6878|ZHANG HONGWEI|1.5|0.0|Diversified |oil, banking|63|Male|https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1649|5036|ZHANG TAO|1.5|0.0|Fashion & Retail |e-commerce|45|Male|https://specials-images.forbesimg.com/imageserve/5a875da14bbe6f2652f5cc16/416x416.jpg?background=000000&cropX1=790&cropX2=3782&cropY1=244&cropY2=3234
1650|5003|ANU AGA|1.4|0.0|Construction & Engineering |engineering|75|Female|https://specials-images.forbesimg.com/imageserve/5a7f0b2fa7ea43169013281b/416x416.jpg?background=000000&cropX1=3&cropX2=174&cropY1=2&cropY2=173
1651|9029|FARKHAD AKHMEDOV|1.4|0.0|Energy |investments|62|Male|https://specials-images.forbesimg.com/imageserve/9a9b8300699e0c4670bb8ac89830b351/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741
1652|7124|ALBERTO ALCOCER|1.4|0.0|Finance and Investments |investments|75|Male|https://specials-images.forbesimg.com/imageserve/a52ce63776cba920958cb0d7d7ba291e/416x416.jpg?background=000000&cropX1=0&cropX2=1002&cropY1=28&cropY2=1031
1653|6904|BASSAM ALGHANIM|1.4|0.0|Diversified |diversified|66|Unknown|https://specials-images.forbesimg.com/imageserve/71d32e49d176d12876ada8942eec1019/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=60&cropY2=801
1654|2200|KUTAYBA ALGHANIM|1.4|0.0|Diversified |diversified|72|Male|https://specials-images.forbesimg.com/imageserve/58d3cbeb4bbe6f0e5589280b/416x416.jpg?background=000000&cropX1=0&cropX2=1497&cropY1=57&cropY2=1554
1655|5505|ALEXANDRA ANDRESEN|1.4|0.0|Diversified |investments|21|Female|https://specials-images.forbesimg.com/imageserve/58a383764bbe6f0e5586cfc6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
1656|1608|KATHARINA ANDRESEN|1.4|0.0|Diversified |investments|23|Female|https://specials-images.forbesimg.com/imageserve/58a3900f31358e1a35ab63fe/416x416.jpg?background=000000&cropX1=103&cropX2=744&cropY1=93&cropY2=734
1657|1455|VASILY ANISIMOV|1.4|0.0|Metals & Mining |real estate|66|Male|https://specials-images.forbesimg.com/imageserve/5a80c73f4bbe6f2652f540f5/416x416.jpg?background=000000&cropX1=865&cropX2=2746&cropY1=17&cropY2=1897
1658|5813|MORI ARKIN|1.4|-0.273|Healthcare |pharmaceuticals|65|Male|https://specials-images.forbesimg.com/imageserve/8608c40a98b3c1609e133a50d8f0e02b/416x416.jpg?background=000000&cropX1=63&cropX2=640&cropY1=48&cropY2=625
1659|3411|NIGEL AUSTIN|1.4|0.0|Fashion & Retail |retailing|47|Male|https://specials-images.forbesimg.com/imageserve/591c5aec4bbe6f1b730a5377/416x416.jpg?background=000000&cropX1=414&cropX2=866&cropY1=103&cropY2=555
1660|2639|KRISHNA KUMAR BANGUR|1.4|0.0|Manufacturing |graphite electrodes|57|Male|https://specials-images.forbesimg.com/imageserve/5a7f29ed4bbe6f2652f52f2f/416x416.jpg?background=000000&cropX1=10&cropX2=358&cropY1=90&cropY2=439
1661|6435|HERB CHAMBERS|1.4|0.0|Automotive |car dealerships|76|Male|https://specials-images.forbesimg.com/imageserve/5601a83fe4b0ffa7afe4f33d/416x416.jpg?background=000000&cropX1=163&cropX2=596&cropY1=124&cropY2=557
1662|3009|R.G. CHANDRAMOGAN|1.4|0.0|Food and Beverage |dairy|69|Male|https://specials-images.forbesimg.com/imageserve/5a8f033d4bbe6f0fa82645d1/416x416.jpg?background=000000&cropX1=178&cropX2=3434&cropY1=600&cropY2=3859
1663|7315|CHANG PYUNG-SOON|1.4|0.0|Service |educational services|67|Male|https://specials-images.forbesimg.com/imageserve/5b15affa31358e612fbb1f7b/416x416.jpg?background=000000&cropX1=29&cropX2=520&cropY1=47&cropY2=538
1664|9489|CHAO TENG-HSIUNG|1.4|0.0|Real Estate |real estate|74|Male|https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1665|1298|CHEN LIYING|1.4|0.0|Logistics |package delivery|42|Unknown|https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1666|6740|CHEN TIANQIAO|1.4|0.0|Technology |online games|45|Male|https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1667|7377|HENRY CHENG|1.4|0.0|Diversified |property|71|Male|https://specials-images.forbesimg.com/imageserve/5a7e6af931358e4955ad1467/416x416.jpg?background=000000&cropX1=172&cropX2=639&cropY1=1&cropY2=469
1668|3278|CHEY KI-WON|1.4|0.0|Technology |computer services, telecom|53|Female|https://specials-images.forbesimg.com/imageserve/553a472de4b0bacdbd7494b1/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=5&cropY2=745
1669|6397|CHI YUFENG|1.4|0.0|Technology |software|47|Male|https://specials-images.forbesimg.com/imageserve/5a7c866da7ea4316901301c5/416x416.jpg?background=000000&cropX1=2189&cropX2=5760&cropY1=247&cropY2=3816
1670|8269|CHUA THIAN POH|1.4|0.0|Real Estate |real estate|69|Unknown|https://specials-images.forbesimg.com/imageserve/596e7c9aa7ea433081d24d7e/416x416.jpg?background=000000&cropX1=6&cropX2=1206&cropY1=60&cropY2=1260
1671|9160|CHUNG YONG-JIN|1.4|0.0|Fashion & Retail |retail|49|Unknown|https://specials-images.forbesimg.com/imageserve/5b15b0e04bbe6f74868b91e2/416x416.jpg?background=000000&cropX1=3&cropX2=1094&cropY1=6&cropY2=1097
1672|6097|CIPUTRA|1.4|0.0|Real Estate |real estate|86|Male|https://specials-images.forbesimg.com/imageserve/5a7f6c48a7ea431690132cbe/416x416.jpg?background=000000&cropX1=274&cropX2=2432&cropY1=141&cropY2=2297
1673|2702|ALBERTO CORTINA|1.4|0.0|Finance and Investments |investments|72|Unknown|https://specials-images.forbesimg.com/imageserve/58dac21b31358e58f079d300/416x416.jpg?background=000000&cropX1=0&cropX2=437&cropY1=79&cropY2=516
1674|6494|ROBERT COYIUTO, JR.|1.4|0.0|Energy |power|65|Male|https://specials-images.forbesimg.com/imageserve/55d64adae4b0ffa7afe405d7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1675|7855|MARIA DEL PINO Y CALVO-SOTELO|1.4|0.0|Construction & Engineering |construction|62|Unknown|https://specials-images.forbesimg.com/imageserve/e16f32e7a5efbd4ac1b94e727f0b236f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
1676|8323|K. DINESH|1.4|0.0|Technology |software services|64|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f26fc4bbe6f2652f52ea1/416x416.jpg?background=000000&cropX1=658&cropX2=3247&cropY1=0&cropY2=2586
1677|8370|DU WEIMIN|1.4|0.0|Healthcare |vaccines|54|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f26fc4bbe6f2652f52ea1/416x416.jpg?background=000000&cropX1=658&cropX2=3247&cropY1=0&cropY2=2586
1678|9216|JOHN EDSON|1.4|0.0|Manufacturing |leisure craft|86|Male|https://specials-images.forbesimg.com/imageserve/5a90876c31358e79a28a1e2d/416x416.jpg?background=000000&cropX1=509&cropX2=1828&cropY1=155&cropY2=1474
1679|7528|DAVID EINHORN|1.4|0.0|Finance and Investments |hedge funds|49|Male|https://specials-images.forbesimg.com/imageserve/5a907d4a4bbe6f0fa82666a5/416x416.jpg?background=000000&cropX1=817&cropX2=2143&cropY1=29&cropY2=1354
1680|4489|BOB ELL|1.4|0.0|Construction & Engineering |real estate|73|Male|https://specials-images.forbesimg.com/imageserve/6ba47ffb154fe985d9e2b4c505adf7a7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=292&cropY2=1036
1681|7537|GARY FEGEL|1.4|0.0|Metals & Mining |commodities, investments|44|Male|https://specials-images.forbesimg.com/imageserve/55006594e4b095aa68c82ad0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755
1682|3518|VICTOR FUNG|1.4|0.0|Logistics |trading company|72|Unknown|https://specials-images.forbesimg.com/imageserve/55fb1c87e4b0ffa7afe4b5ef/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=282&cropY2=1026
1683|1687|WILLIAM FUNG|1.4|0.001|Fashion & Retail |sourcing|69|Male|https://specials-images.forbesimg.com/imageserve/589f7049a7ea431f32194c0a/416x416.jpg?background=000000&cropX1=108&cropX2=630&cropY1=309&cropY2=831
1684|1939|ALAN GERRY|1.4|0.0|Media & Entertainment |cable television|89|Male|https://specials-images.forbesimg.com/imageserve/e520ca6f0acfc9c577cccce57d14dddf/416x416.jpg?background=000000&cropX1=0&cropX2=2336&cropY1=275&cropY2=2613
1685|3405|BALKRISHAN GOENKA|1.4|0.0|Manufacturing |textiles|51|Male|https://specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745
1686|3264|POLYS HAJI-IOANNOU|1.4|0.0|Service |EasyJet|58|Male|https://specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745
1687|9145|MEHMET HATTAT|1.4||Diversified |diversified|72|Male|https://specials-images.forbesimg.com/imageserve/6a5d969225b243a7b1ff472d30df6cff/416x416.jpg?background=000000&cropX1=69&cropX2=660&cropY1=169&cropY2=760
1688|4301|J. TOMILSON HILL|1.4|0.0|Finance and Investments |investments|70|Male|https://specials-images.forbesimg.com/imageserve/5a908f074bbe6f0fa82668a3/416x416.jpg?background=000000&cropX1=1033&cropX2=1968&cropY1=144&cropY2=1080
1689|2265|EDUARDO HOCHSCHILD|1.4|-0.001|Metals & Mining |mining|54|Unknown|https://specials-images.forbesimg.com/imageserve/58a249324bbe6f0e5586b966/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776
1690|2618|HOI KIN HONG|1.4|0.0|Real Estate |real estate|65|Male|https://specials-images.forbesimg.com/imageserve/58a249324bbe6f0e5586b966/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776
1691|4725|HUR YOUNG-IN|1.4|0.0|Food and Beverage |bakeries, fast food|69|Unknown|https://specials-images.forbesimg.com/imageserve/58f8e36231358e58f07a994b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=90&cropY2=833
1692|2021|GEORGE JOSEPH|1.4|0.0|Finance and Investments |insurance|96|Male|https://specials-images.forbesimg.com/imageserve/f8b168c4a7bfccd92602385364f691b7/416x416.jpg?background=000000&cropX1=106&cropX2=641&cropY1=68&cropY2=603
1693|5931|RONALD JOYCE|1.4|-3.805|Food and Beverage |coffee chain|87|Unknown|https://specials-images.forbesimg.com/imageserve/0db819f7289a271d3db827cc74b82440/416x416.jpg?background=000000&cropX1=56&cropX2=539&cropY1=155&cropY2=638
1694|3086|T.S. KALYANARAMAN|1.4|0.0|Fashion & Retail |jewelry|71|Male|https://specials-images.forbesimg.com/imageserve/eddd809b5b22eb4f427650c5fdfe7542/416x416.jpg?background=000000&cropX1=32&cropX2=705&cropY1=122&cropY2=796
1695|9646|NIMESH KAMPANI|1.4|0.0|Finance and Investments |investment banking|71|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f3d1c31358e4955ad1a6b/416x416.jpg?background=000000&cropX1=990&cropX2=2364&cropY1=46&cropY2=1420
1696|4436|EUGENE KASPERSKY|1.4|0.0|Technology |software|52|Male|https://specials-images.forbesimg.com/imageserve/5a80a3e131358e4955ad2ac7/416x416.jpg?background=000000&cropX1=521&cropX2=3119&cropY1=1171&cropY2=3771
1697|9526|VIKTOR KHARITONIN|1.4||Healthcare |pharmaceuticals|45|Male|https://specials-images.forbesimg.com/imageserve/5a80c7da31358e4955ad2c92/416x416.jpg?background=000000&cropX1=407&cropX2=1611&cropY1=274&cropY2=1479
1698|4734|PYOTR KONDRASHEV|1.4|0.0|Manufacturing |investments|68|Unknown|https://specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
1699|1508|YURI KOVALCHUK|1.4|0.0|Finance and Investments |banking, insurance, media|66|Male|https://specials-images.forbesimg.com/imageserve/c4c9576de7cabcb986363f5b2963c9e5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=27&cropY2=771
1700|4645|KAGEMASA KOZUKI|1.4|0.0|Technology |video games|77|Male|https://specials-images.forbesimg.com/imageserve/551ad3a9e4b0ffa93fd2676a/416x416.jpg?background=000000&cropX1=29&cropX2=738&cropY1=31&cropY2=740
1701|6698|MICHAEL KRASNY|1.4|0.0|Technology |retail|64|Male|https://specials-images.forbesimg.com/imageserve/066ddf8d15e970b7c5b17d2962ac0b16/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=27&cropY2=815
1702|8788|JAMES LEININGER|1.4|0.0|Healthcare |medical products|73|Unknown|https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1703|5494|LI GUOQIANG|1.4|0.0|Automotive |auto dealerships|54|Male|https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1704|5375|LI LIANGBIN|1.4|0.0|Manufacturing |lithium|50|Unknown|https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1705|1881|LIU KO-CHEN|1.4|0.0|Technology |Manufacturing|64|Male|https://specials-images.forbesimg.com/imageserve/594c19bb4bbe6f18d786e76c/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=69&cropY2=810
1706|3381|ANATOLY LOMAKIN|1.4|0.0|Metals & Mining |investments|65|Male|https://specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
1707|3193|MA HONG|1.4||Fashion & Retail |fashion retail|50|Male|https://specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
1708|5983|GARY MAGNESS|1.4|-0.001|Media & Entertainment |cable TV, investments|64|Unknown|https://specials-images.forbesimg.com/imageserve/5a908db831358e79a28a1ed8/416x416.jpg?background=000000&cropX1=480&cropX2=1667&cropY1=120&cropY2=1308
1709|8768|YOUSSEF MANSOUR|1.4|-0.09|Diversified |diversified|73|Male|https://specials-images.forbesimg.com/imageserve/72835a43efc192956271eb1c1b055490/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794
1710|7396|STRIVE MASIYIWA|1.4|0.0|Telecom |telecom|57|Unknown|https://specials-images.forbesimg.com/imageserve/5a81377731358e4955ad31f4/416x416.jpg?background=000000&cropX1=1074&cropX2=3674&cropY1=63&cropY2=2661
1711|5755|DARIUSZ MILEK|1.4|0.0|Fashion & Retail |real estate, retail|50|Male|https://specials-images.forbesimg.com/imageserve/5a81377731358e4955ad31f4/416x416.jpg?background=000000&cropX1=1074&cropX2=3674&cropY1=63&cropY2=2661
1712|2198|NAN CUNHUI|1.4|0.0|Manufacturing |power equipment|54|Unknown|https://specials-images.forbesimg.com/imageserve/56290bf2e4b0ffa7afe625bf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=377&cropY2=1120
1713|2336|DINESH NANDWANA|1.4||Technology |software services|55|Male|https://specials-images.forbesimg.com/imageserve/5a7f1b6b31358e4955ad186c/416x416.jpg?background=000000&cropX1=7&cropX2=2978&cropY1=156&cropY2=3129
1714|7432|OEI HONG LEONG|1.4|0.0|Finance and Investments |investments|70|Male|https://specials-images.forbesimg.com/imageserve/57a0c36b4bbe6f11ca506817/416x416.jpg?background=000000&cropX1=0&cropX2=686&cropY1=2&cropY2=688
1715|7567|RUBENS OMETTO SILVEIRA MELLO|1.4|0.0|Energy |sugar, ethanol|68|Male|https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377
