position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
1396|5289|MICHAEL ASHCROFT|1.7|3.253|Finance and Investments |security|72|Male|https://specials-images.forbesimg.com/imageserve/5a815e9d4bbe6f2652f547e7/416x416.jpg?background=000000&cropX1=309&cropX2=2749&cropY1=250&cropY2=2692
1397|9288|ROMAN AVDEEV|1.7|0.0|Finance and Investments |banking, development|50|Male|https://specials-images.forbesimg.com/imageserve/5a80b12331358e4955ad2bcf/416x416.jpg?background=000000&cropX1=657&cropX2=2828&cropY1=92&cropY2=2265
1398|2963|EMILIO AZCARRAGA JEAN|1.7|0.0|Media & Entertainment |TV broadcasting|50|Male|https://specials-images.forbesimg.com/imageserve/5a7fcc5131358e4955ad2206/416x416.jpg?background=000000&cropX1=2107&cropX2=3429&cropY1=218&cropY2=1540
1399|3021|SEZAI BACAKSIZ|1.7|0.0|Diversified |diversified|68|Male|https://specials-images.forbesimg.com/imageserve/5a70d3e631358e4955ac0a68/416x416.jpg?background=000000&cropX1=117&cropX2=1154&cropY1=325&cropY2=1362
1400|3268|LESLEY BAMBERGER|1.7|0.0|Real Estate |real estate|53|Male|https://specials-images.forbesimg.com/imageserve/58a380994bbe6f0e5586cf65/416x416.jpg?background=000000&cropX1=129&cropX2=712&cropY1=135&cropY2=718
1401|3927|ANGELA BENNETT|1.7|0.0|Metals & Mining |mining|74|Unknown|https://specials-images.forbesimg.com/imageserve/5a7a3d3a4bbe6f2652f4d361/416x416.jpg?background=000000&cropX1=2&cropX2=276&cropY1=35&cropY2=309
1402|7483|HUBERTUS BENTELER|1.7|0.0|Automotive |auto parts|71|Male|https://specials-images.forbesimg.com/imageserve/5a7e19374bbe6f2652f5263a/416x416.jpg?background=000000&cropX1=87&cropX2=892&cropY1=85&cropY2=891
1403|2181|LUDWIG THEODOR BRAUN|1.7|0.0|Healthcare |medical technology|28|Male|https://specials-images.forbesimg.com/imageserve/5a7e19374bbe6f2652f5263a/416x416.jpg?background=000000&cropX1=87&cropX2=892&cropY1=85&cropY2=891
1404|1105|NICOLA BULGARI|1.7|0.0|Fashion & Retail |luxury goods|77|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f9bfda7ea431690132eda/416x416.jpg?background=000000&cropX1=445&cropX2=3907&cropY1=0&cropY2=3460
1405|2349|PAOLO BULGARI|1.7|0.0|Fashion & Retail |luxury goods|80|Male|https://specials-images.forbesimg.com/imageserve/5a7f9ca631358e4955ad1e8d/416x416.jpg?background=000000&cropX1=3&cropX2=596&cropY1=32&cropY2=626
1406|8997|CHEN DEJUN|1.7|0.0|Logistics |package delivery|48|Male|https://specials-images.forbesimg.com/imageserve/5a7bc3aaa7ea43169012f455/416x416.jpg?background=000000&cropX1=1668&cropX2=3076&cropY1=179&cropY2=1585
1407|8319|TONY CHEN|1.7|0.0|Technology |eletronics|49|Male|https://specials-images.forbesimg.com/imageserve/ec4b88a6de9d44ddaed4ab1a28c09159/416x416.jpg?background=000000&cropX1=130&cropX2=626&cropY1=103&cropY2=599
1408|1498|CHEN XUELI|1.7|0.0|Healthcare |pharmaceuticals|67|Male|https://specials-images.forbesimg.com/imageserve/5a7c85daa7ea43169013019b/416x416.jpg?background=000000&cropX1=527&cropX2=2418&cropY1=8&cropY2=1897
1409|6737|LUIGI CREMONINI|1.7|0.0|Food and Beverage |meat processing|79|Male|https://specials-images.forbesimg.com/imageserve/5a7f970831358e4955ad1e55/416x416.jpg?background=000000&cropX1=314&cropX2=1942&cropY1=61&cropY2=1691
1410|1023|DOMINIQUE DESSEIGNE|1.7|0.0|Gambling & Casinos |casinos|73|Male|https://specials-images.forbesimg.com/imageserve/5a7dec5ba7ea431690131b3a/416x416.jpg?background=000000&cropX1=415&cropX2=3579&cropY1=14&cropY2=3179
1411|1338|SEFIK YILMAZ DIZDAR|1.7|0.0|Fashion & Retail |fashion retail|80|Male|https://specials-images.forbesimg.com/imageserve/58b75117a7ea431f321a6fd6/416x416.jpg?background=000000&cropX1=11&cropX2=697&cropY1=73&cropY2=759
1412|4827|DOMENICO DOLCE|1.7|0.0|Fashion & Retail |luxury goods|59|Male|https://specials-images.forbesimg.com/imageserve/5a7f8c02a7ea431690132e66/416x416.jpg?background=000000&cropX1=244&cropX2=936&cropY1=11&cropY2=703
1413|4217|PAVEL DUROV|1.7|0.0|Technology |messaging app|33|Unknown|https://specials-images.forbesimg.com/imageserve/5a80af71a7ea431690133b9d/416x416.jpg?background=000000&cropX1=926&cropX2=3212&cropY1=383&cropY2=2667
1414|9563|JOHN FARBER|1.7|-0.068|Manufacturing |chemicals|92|Male|https://specials-images.forbesimg.com/imageserve/5a80af71a7ea431690133b9d/416x416.jpg?background=000000&cropX1=926&cropX2=3212&cropY1=383&cropY2=2667
1415|5385|ROBERT FISHER|1.7|0.0|Service |Gap|64|Male|https://specials-images.forbesimg.com/imageserve/5a8ee5d44bbe6f2652f636d5/416x416.jpg?background=000000&cropX1=560&cropX2=1285&cropY1=288&cropY2=1013
1416|8999|WILLIAM FISHER|1.7|0.0|Fashion & Retail |Gap|61|Male|https://specials-images.forbesimg.com/imageserve/5a84b89f31358e4955ad7c18/416x416.jpg?background=000000&cropX1=1610&cropX2=2325&cropY1=453&cropY2=1168
1417|7136|STEFANO GABBANA|1.7|0.0|Fashion & Retail |luxury goods|55|Male|https://specials-images.forbesimg.com/imageserve/5a7fa0084bbe6f2652f5340b/416x416.jpg?background=000000&cropX1=257&cropX2=1812&cropY1=266&cropY2=1822
1418|1993|ROLF GERLING|1.7|0.0|Finance and Investments |insurance|63|Unknown|https://specials-images.forbesimg.com/imageserve/56c9dd05e4b062f6b59a2cd5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=113&cropY2=857
1419|3446|SERGE GODIN|1.7|0.0|Technology |information technology|68|Unknown|https://specials-images.forbesimg.com/imageserve/5a7bb3454bbe6f2652f4f3b3/416x416.jpg?background=000000&cropX1=2757&cropX2=5941&cropY1=43&cropY2=3225
1420|1231|SERGEI GORDEEV|1.7|0.0|Real Estate |real estate|45|Male|https://specials-images.forbesimg.com/imageserve/58a397fa31358e1a35ab6448/416x416.jpg?background=000000&cropX1=0&cropX2=739&cropY1=119&cropY2=859
1421|6604|MEHMET NAZIF GUNAL|1.7|0.0|Diversified |tourism, construction|70|Male|https://specials-images.forbesimg.com/imageserve/56cc549ce4b062f6b59a506c/416x416.jpg?background=000000&cropX1=45&cropX2=675&cropY1=60&cropY2=690
1422|1409|YUSUF HAMIED|1.7|0.0|Healthcare |pharmaceuticals|81|Male|https:http://specials-images.forbesimg.com/imageserve/57d88a054bbe6f6781c4f094/416x416.jpg?background=000000&cropX1=43&cropX2=744&cropY1=0&cropY2=701
1423|5386|GERRY HARVEY|1.7|0.0|Fashion & Retail |retail|78|Unknown|https://specials-images.forbesimg.com/imageserve/5a7a52d331358e4955acc859/416x416.jpg?background=000000&cropX1=499&cropX2=3662&cropY1=0&cropY2=3160
1424|4034|TIMOTHY HEADINGTON|1.7|0.0|Energy |oil & gas, investments|68|Unknown|https://specials-images.forbesimg.com/imageserve/5a8f0cad31358e79a289ff8b/416x416.jpg?background=000000&cropX1=1189&cropX2=2610&cropY1=128&cropY2=1548
1425|3636|HUANG CHULONG|1.7|0.0|Real Estate |real estate|59|Male|https://specials-images.forbesimg.com/imageserve/5a7bac5a4bbe6f2652f4f33d/416x416.jpg?background=000000&cropX1=9&cropX2=1944&cropY1=139&cropY2=2073
1426|5592|HUO QINGHUA|1.7|0.0|Energy |coal|57|Male|https://specials-images.forbesimg.com/imageserve/5a7bac5a4bbe6f2652f4f33d/416x416.jpg?background=000000&cropX1=9&cropX2=1944&cropY1=139&cropY2=2073
1427|6602|DEVENDRA JAIN|1.7|0.0|Manufacturing |chemicals|89|Unknown|https://specials-images.forbesimg.com/imageserve/bf1741ac1959019444c9f5a8a89a413d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799
1428|2933|JIANG YINTAI|1.7|0.0|Automotive |auto parts|67|Male|https://specials-images.forbesimg.com/imageserve/bf1741ac1959019444c9f5a8a89a413d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799
1429|1357|JIM JUSTICE, II.|1.7|0.0|Metals & Mining |coal|67|Unknown|https://specials-images.forbesimg.com/imageserve/5942b95e4bbe6f1b730ba19b/416x416.jpg?background=000000&cropX1=1979&cropX2=4083&cropY1=424&cropY2=2527
1430|1736|KIM JUN-KI|1.7|0.0|Diversified |diversified|73|Unknown|https://specials-images.forbesimg.com/imageserve/571a74cc4bbe6f6f9574db16/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=56&cropY2=797
1431|2359|WILLIAM KOCH|1.7|0.0|Energy |oil, investments|78|Unknown|https://specials-images.forbesimg.com/imageserve/5a8eecc84bbe6f2652f637b6/416x416.jpg?background=000000&cropX1=955&cropX2=3256&cropY1=142&cropY2=2442
1432|5071|ANTHONY LANGLEY|1.7|0.0|Diversified |manufacturing|63|Male|https://specials-images.forbesimg.com/imageserve/5a8c3d2b4bbe6f2652f5fb88/416x416.jpg?background=000000&cropX1=1&cropX2=632&cropY1=126&cropY2=757
1433|2372|MARC LASRY|1.7|0.0|Finance and Investments |hedge funds|57|Male|https://specials-images.forbesimg.com/imageserve/56d1c883e4b0c144a7f66626/416x416.jpg?background=000000&cropX1=126&cropX2=588&cropY1=5&cropY2=467
1434|4909|PETER LEIBINGER|1.7|0.0|Manufacturing |machine tools|51|Male|https://specials-images.forbesimg.com/imageserve/5a7e37ae31358e4955ad12a3/416x416.jpg?background=000000&cropX1=0&cropX2=1733&cropY1=107&cropY2=1841
1435|9195|REGINE LEIBINGER|1.7|0.0|Manufacturing |machine tools|55|Female|https://specials-images.forbesimg.com/imageserve/5a7e38b54bbe6f2652f528a6/416x416.jpg?background=000000&cropX1=741&cropX2=4000&cropY1=567&cropY2=3823
1436|6207|LI SAN YIM|1.7|0.0|Manufacturing |construction equipment|68|Male|https://specials-images.forbesimg.com/imageserve/97b447d9341c0dc4243090e2375556f3/416x416.jpg?background=000000&cropX1=8&cropX2=617&cropY1=10&cropY2=619
1437|5554|DAVID LICHTENSTEIN|1.7|0.0|Real Estate |real estate|56|Male|https://specials-images.forbesimg.com/imageserve/58c07bad4bbe6f0e558835c3/416x416.jpg?background=000000&cropX1=40&cropX2=683&cropY1=19&cropY2=662
1438|4475|LIM OON KUIN|1.7|0.0|Energy |oil trading|74|Unknown|https://specials-images.forbesimg.com/imageserve/58c07bad4bbe6f0e558835c3/416x416.jpg?background=000000&cropX1=40&cropX2=683&cropY1=19&cropY2=662
1439|7741|LIU MING CHUNG|1.7|0.0|Manufacturing |paper manufacturing|55|Male|https://specials-images.forbesimg.com/imageserve/5a7b8d804bbe6f2652f4f0e9/416x416.jpg?background=000000&cropX1=4&cropX2=2000&cropY1=103&cropY2=2100
1440|2577|MA XIUHUI|1.7|0.0|Manufacturing |LED lighting|47|Female|https://specials-images.forbesimg.com/imageserve/5a0b26d3a7ea436b47b55a42/416x416.jpg?background=000000&cropX1=123&cropX2=2403&cropY1=105&cropY2=2386
1441|8609|PRAYUDH MAHAGITSIRI|1.7|0.0|Food and Beverage |coffee, shipping|72|Male|https://specials-images.forbesimg.com/imageserve/5ad8e3aaa7ea432fbc1f6ec7/416x416.jpg?background=000000&cropX1=276&cropX2=2445&cropY1=115&cropY2=2285
1442|1437|ANAND MAHINDRA|1.7|0.0|Automotive |automobiles|63|Male|https://specials-images.forbesimg.com/imageserve/5a7f0883a7ea4316901327fd/416x416.jpg?background=000000&cropX1=794&cropX2=3451&cropY1=6&cropY2=2662
1443|4567|KISHORE MARIWALA|1.7|0.0|Food and Beverage |consumer goods|83|Male|https://specials-images.forbesimg.com/imageserve/5a7f296031358e4955ad19b8/416x416.jpg?background=000000&cropX1=371&cropX2=890&cropY1=30&cropY2=549
1444|6352|CRAIG MCCAW|1.7|0.0|Telecom |telecom|68|Male|https://specials-images.forbesimg.com/imageserve/5a8ed8b831358e4955ae0801/416x416.jpg?background=000000&cropX1=2340&cropX2=3117&cropY1=334&cropY2=1110
1445|8859|MIGUEL MCKELVEY|1.7|0.0|Real Estate |WeWork|43|Male|https://specials-images.forbesimg.com/imageserve/5a8ee5124bbe6f2652f636b7/416x416.jpg?background=000000&cropX1=956&cropX2=1462&cropY1=308&cropY2=813
1446|4795|VINCENT MCMAHON|1.7|0.0|Sports |wrestling|72|Male|https://specials-images.forbesimg.com/imageserve/5a9089da31358e79a28a1e8b/416x416.jpg?background=000000&cropX1=158&cropX2=1687&cropY1=287&cropY2=1817
1447|2040|DAVID MCMURTRY|1.7|0.0|Manufacturing |manufacturing|78|Male|https://specials-images.forbesimg.com/imageserve/58acd150a7ea431f3219eb6e/416x416.jpg?background=000000&cropX1=35&cropX2=724&cropY1=129&cropY2=819
1448|2563|GARY MICHELSON|1.7|0.0|Healthcare |medical patents|69|Male|https://specials-images.forbesimg.com/imageserve/5a84b50f31358e4955ad7bea/416x416.jpg?background=000000&cropX1=0&cropX2=1708&cropY1=114&cropY2=1823
1449|9317|MASSIMO MORATTI|1.7|0.0|Energy |oil refinery|73|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f99daa7ea431690132ec3/416x416.jpg?background=000000&cropX1=249&cropX2=1514&cropY1=90&cropY2=1356
1450|9974|FARHAD MOSHIRI|1.7|0.0|Diversified |diversified|63|Unknown|https://specials-images.forbesimg.com/imageserve/5a81596431358e4955ad33a0/416x416.jpg?background=000000&cropX1=0&cropX2=1668&cropY1=6&cropY2=1673
1451|3857|JERRY MOYES|1.7|0.0|Logistics |Transportation|74|Male|https://specials-images.forbesimg.com/imageserve/5a90819c31358e79a28a1d46/416x416.jpg?background=000000&cropX1=717&cropX2=2028&cropY1=135&cropY2=1446
1452|4375|CHARLES MUNGER|1.7|0.0|Finance and Investments |Berkshire Hathaway|94|Male|https://specials-images.forbesimg.com/imageserve/88da1feb2b57450c4b7fe5a4423a1f8d/416x416.jpg?background=000000&cropX1=53&cropX2=721&cropY1=16&cropY2=685
1453|7462|KERR NEILSON|1.7|0.0|Finance and Investments |investment|68|Male|https://specials-images.forbesimg.com/imageserve/306606567179fc2f8a90853860613a48/416x416.jpg?background=000000&cropX1=20&cropX2=582&cropY1=2&cropY2=564
1454|7991|OU ZONGRONG|1.7|0.0|Real Estate |real estate|54|Male|https://specials-images.forbesimg.com/imageserve/5a7ce3cd31358e4955acfbb2/416x416.jpg?background=000000&cropX1=11&cropX2=1812&cropY1=155&cropY2=1956
1455|7080|NIHAT OZDEMIR|1.7|0.0|Diversified |diversified|68|Male|https://specials-images.forbesimg.com/imageserve/5a814c414bbe6f2652f54769/416x416.jpg?background=000000&cropX1=869&cropX2=3035&cropY1=474&cropY2=2638
1456|3715|PAN WEIMING|1.7|0.0|Real Estate |real estate|54|Unknown|https://specials-images.forbesimg.com/imageserve/56c7548ee4b062f6b59a1c94/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
1457|4347|PARK YEON-CHA|1.7|0.0|Manufacturing |sneakers|72|Male|https://specials-images.forbesimg.com/imageserve/5b15a5e331358e612fbb1d62/416x416.jpg?background=000000&cropX1=3&cropX2=900&cropY1=77&cropY2=974
1458|9628|NELSON PELTZ|1.7|0.0|Finance and Investments |investments|76|Male|https://specials-images.forbesimg.com/imageserve/5a8ee57ca7ea4316901419c6/416x416.jpg?background=000000&cropX1=373&cropX2=1209&cropY1=142&cropY2=979
1459|3034|ROGER PENSKE|1.7|0.0|Automotive |cars|81|Male|https://specials-images.forbesimg.com/imageserve/5a8ee9904bbe6f2652f63766/416x416.jpg?background=000000&cropX1=416&cropX2=2003&cropY1=313&cropY2=1901
1460|3945|QI JINXING|1.7|0.001|Real Estate |real estate|56|Male|https://specials-images.forbesimg.com/imageserve/5a7ce86231358e4955acfbed/416x416.jpg?background=000000&cropX1=28&cropX2=3368&cropY1=952&cropY2=4290
1461|7628|QI SHI|1.7|0.0|Technology |financial information|48|Male|https://specials-images.forbesimg.com/imageserve/57a3b4d7a7ea4337c2cef3c2/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1462|2828|THEODORE RACHMAT|1.7|0.0|Diversified |diversified|74|Male|https://specials-images.forbesimg.com/imageserve/f2bfc8154b03506a8a276de8d8e56c65/416x416.jpg?background=000000&cropX1=176&cropX2=596&cropY1=89&cropY2=510
1463|9817|JUAN MARIA RIBERAS MERA|1.7|0.0|Metals & Mining |steel|49|Unknown|https://specials-images.forbesimg.com/imageserve/f2bfc8154b03506a8a276de8d8e56c65/416x416.jpg?background=000000&cropX1=176&cropX2=596&cropY1=89&cropY2=510
1464|9103|VIJAY SHEKHAR SHARMA|1.7|0.0|Service |financial technology|40|Male|https://specials-images.forbesimg.com/imageserve/5a7f55684bbe6f2652f5314d/416x416.jpg?background=000000&cropX1=758&cropX2=3255&cropY1=0&cropY2=2495
1465|4286|KONSTANTIN STRUKOV|1.7|0.0|Metals & Mining |gold, coal mining|59|Male|https://specials-images.forbesimg.com/imageserve/5a7f55684bbe6f2652f5314d/416x416.jpg?background=000000&cropX1=758&cropX2=3255&cropY1=0&cropY2=2495
1466|1225|HENRY SWIECA|1.7|0.0|Finance and Investments |hedge funds|61|Male|https://specials-images.forbesimg.com/imageserve/5a84af4b31358e4955ad7b2f/416x416.jpg?background=000000&cropX1=1314&cropX2=2556&cropY1=18&cropY2=1259
1467|7201|WICHAI THONGTANG|1.7|-0.001|Real Estate |investments|71|Male|https://specials-images.forbesimg.com/imageserve/5ad8e2944bbe6f2310f30d01/416x416.jpg?background=000000&cropX1=882&cropX2=3223&cropY1=618&cropY2=2961
1468|4728|TORSTEN TOELLER|1.7|0.0|Fashion & Retail |pet food|52|Male|https://specials-images.forbesimg.com/imageserve/5a7e55cfa7ea431690132492/416x416.jpg?background=000000&cropX1=444&cropX2=3902&cropY1=0&cropY2=3456
1469|8494|ROMAN TROTSENKO|1.7|0.0|Logistics |transport, engineering, real estate|47|Unknown|https://specials-images.forbesimg.com/imageserve/5a80b1a131358e4955ad2be1/416x416.jpg?background=000000&cropX1=683&cropX2=3640&cropY1=32&cropY2=2988
1470|6100|TODD WAGNER|1.7|0.0|Media & Entertainment |online media|57|Male|https://specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/416x416.jpg?background=000000&cropX1=0&cropX2=1997&cropY1=133&cropY2=2130
1471|4896|WANG CHAOBIN|1.7|0.0|Real Estate |real estate|62|Male|https://specials-images.forbesimg.com/imageserve/562e5709e4b0ffa7afe645de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=103&cropY2=846
1472|1413|WANG YANQING|1.7|0.0|Manufacturing |electrical equipment|52|Unknown|https://specials-images.forbesimg.com/imageserve/562e5709e4b0ffa7afe645de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=103&cropY2=846
1473|9844|JOHN WHITTAKER|1.7|-0.179|Real Estate |real estate|76|Male|https://specials-images.forbesimg.com/imageserve/5a70f2e831358e4955ac11b0/416x416.jpg?background=000000&cropX1=80&cropX2=489&cropY1=0&cropY2=409
1474|4293|WU GUANGMING|1.7|0.0|Healthcare |medical equipment|56|Unknown|https://specials-images.forbesimg.com/imageserve/88d81f9606a4339ce991b3b4fe569c67/416x416.jpg?background=000000&cropX1=68&cropX2=738&cropY1=93&cropY2=763
1475|1758|XU QIMING|1.7|0.0|Diversified |food, art|54|Unknown|https://specials-images.forbesimg.com/imageserve/363e7bc321591a10e36706087ef904de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=348&cropY2=1091
1476|1368|ZHANG XIAOJUAN|1.7|0.0|Logistics |logistics|48|Female|https://specials-images.forbesimg.com/imageserve/363e7bc321591a10e36706087ef904de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=348&cropY2=1091
1477|2747|MELIH ABDULHAYOGLU|1.6|0.0|Technology |internet security|50|Unknown|https://specials-images.forbesimg.com/imageserve/5a8e03d931358e4955ae00a8/416x416.jpg?background=000000&cropX1=8&cropX2=3648&cropY1=16&cropY2=3659
1478|9345|RADHE SHYAM AGARWAL|1.6|0.001|Fashion & Retail |consumer goods|73|Male|https://specials-images.forbesimg.com/imageserve/0e96c29819c584840c6320805c622547/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=15&cropY2=755
1479|2018|MOHAMED AL FAYED|1.6|0.0|Fashion & Retail |retail, investments|89|Unknown|https://specials-images.forbesimg.com/imageserve/5a7ddaf0a7ea43169013188a/416x416.jpg?background=000000&cropX1=7&cropX2=3276&cropY1=155&cropY2=3426
1480|2219|FAISAL BIN QASSIM AL THANI|1.6|-5.19|Diversified |hotels, diversified|70|Male|https://specials-images.forbesimg.com/imageserve/58a0761f4bbe6f0e55869715/416x416.jpg?background=000000&cropX1=53&cropX2=744&cropY1=44&cropY2=735
1481|6877|WILLIAM F. AUSTIN|1.6|0.0|Manufacturing |hearing aids|76|Male|https://specials-images.forbesimg.com/imageserve/5a8f0e50a7ea434a0c27037e/416x416.jpg?background=000000&cropX1=437&cropX2=1850&cropY1=17&cropY2=1431
1482|4444|LOUIS BACON|1.6|0.0|Finance and Investments |hedge funds|61|Male|https://specials-images.forbesimg.com/imageserve/5a8ede9131358e4955ae08e1/416x416.jpg?background=000000&cropX1=171&cropX2=2280&cropY1=189&cropY2=2298
1483|1673|ACHAL BAKERI|1.6|0.0|Manufacturing |air coolers|58|Male|https://specials-images.forbesimg.com/imageserve/b6ec72c8f5dd93465a57e31c7b17eea7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
1484|8622|OTHMAN BENJELLOUN|1.6|0.0|Finance and Investments |banking, insurance|85|Male|https://specials-images.forbesimg.com/imageserve/589fd70c31358e1a35ab2cff/416x416.jpg?background=000000&cropX1=95&cropX2=744&cropY1=13&cropY2=662
1485|3442|WILLIAM BERKLEY|1.6|0.0|Finance and Investments |insurance|71|Male|https://specials-images.forbesimg.com/imageserve/5a8f0deb31358e79a289ffc2/416x416.jpg?background=000000&cropX1=1397&cropX2=2902&cropY1=185&cropY2=1691
1486|1364|ANEEL BHUSRI|1.6|0.0|Technology |business software|52|Male|https://specials-images.forbesimg.com/imageserve/58ee95654bbe6f1aff45ce3d/416x416.jpg?background=000000&cropX1=1354&cropX2=4158&cropY1=6&cropY2=2808
1487|2319|O. FRANCIS BIONDI|1.6|0.0|Finance and Investments |hedge funds|53|Unknown|https://specials-images.forbesimg.com/imageserve/58ee95654bbe6f1aff45ce3d/416x416.jpg?background=000000&cropX1=1354&cropX2=4158&cropY1=6&cropY2=2808
